PlayerKey,GameID,PlayKey,RosterPosition,PlayerDay,PlayerGame,StadiumType,FieldType,Temperature,Weather,PlayType,PlayerGamePlay,Position,PositionGroup
26624,26624-1,26624-1-45,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,45,QB,QB
26624,26624-1,26624-1-46,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,46,QB,QB
26624,26624-1,26624-1-47,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,47,QB,QB
26624,26624-1,26624-1-48,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,48,QB,QB
26624,26624-1,26624-1-49,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,49,QB,QB
26624,26624-1,26624-1-50,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,50,QB,QB
26624,26624-1,26624-1-51,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,51,QB,QB
26624,26624-1,26624-1-52,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,52,QB,QB
26624,26624-1,26624-1-53,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,53,QB,QB
26624,26624-1,26624-1-54,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,54,QB,QB
26624,26624-1,26624-1-55,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,55,QB,QB
26624,26624-1,26624-1-56,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,56,QB,QB
26624,26624-1,26624-1-57,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,57,QB,QB
26624,26624-1,26624-1-58,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,58,QB,QB
26624,26624-1,26624-1-59,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,59,QB,QB
26624,26624-1,26624-1-60,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,60,QB,QB
26624,26624-1,26624-1-61,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,61,QB,QB
26624,26624-1,26624-1-62,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,62,QB,QB
26624,26624-1,26624-1-63,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,63,QB,QB
26624,26624-1,26624-1-64,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,64,QB,QB
26624,26624-1,26624-1-65,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,65,QB,QB
26624,26624-1,26624-1-66,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,66,QB,QB
26624,26624-1,26624-1-67,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,67,QB,QB
26624,26624-1,26624-1-68,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,68,QB,QB
26624,26624-1,26624-1-69,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,69,QB,QB
26624,26624-1,26624-1-70,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,70,QB,QB
26624,26624-1,26624-1-71,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,71,QB,QB
26624,26624-1,26624-1-72,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Rush,72,QB,QB
26624,26624-1,26624-1-73,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,73,QB,QB
26624,26624-1,26624-1-74,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,74,QB,QB
26624,26624-1,26624-1-75,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,75,QB,QB
26624,26624-1,26624-1-76,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,76,QB,QB
26624,26624-1,26624-1-77,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,77,QB,QB
26624,26624-1,26624-1-78,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,78,QB,QB
26624,26624-1,26624-1-79,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,79,QB,QB
26624,26624-1,26624-1-80,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,80,QB,QB
26624,26624-1,26624-1-81,Quarterback,1,1,Outdoor,Synthetic,63,Clear and warm,Pass,81,QB,QB
26624,26624-2,26624-2-1,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,1,QB,QB
26624,26624-2,26624-2-2,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,2,QB,QB
26624,26624-2,26624-2-3,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,3,QB,QB
26624,26624-2,26624-2-4,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,4,QB,QB
26624,26624-2,26624-2-5,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,5,QB,QB
26624,26624-2,26624-2-6,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,6,QB,QB
26624,26624-2,26624-2-7,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,7,QB,QB
26624,26624-2,26624-2-8,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,8,QB,QB
26624,26624-2,26624-2-9,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,9,QB,QB
26624,26624-2,26624-2-10,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,10,QB,QB
26624,26624-2,26624-2-11,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,11,QB,QB
26624,26624-2,26624-2-12,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,12,QB,QB
26624,26624-2,26624-2-13,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,13,QB,QB
26624,26624-2,26624-2-14,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,14,QB,QB
26624,26624-2,26624-2-15,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,15,QB,QB
26624,26624-2,26624-2-16,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,16,QB,QB
26624,26624-2,26624-2-17,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,17,QB,QB
26624,26624-2,26624-2-18,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,18,QB,QB
26624,26624-2,26624-2-19,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,19,QB,QB
26624,26624-2,26624-2-20,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,20,QB,QB
26624,26624-2,26624-2-21,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,21,QB,QB
26624,26624-2,26624-2-22,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,22,QB,QB
26624,26624-2,26624-2-23,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,23,QB,QB
26624,26624-2,26624-2-24,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,24,QB,QB
26624,26624-2,26624-2-25,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,25,QB,QB
26624,26624-2,26624-2-26,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,26,QB,QB
26624,26624-2,26624-2-27,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,27,QB,QB
26624,26624-2,26624-2-28,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,28,QB,QB
26624,26624-2,26624-2-29,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,29,QB,QB
26624,26624-2,26624-2-30,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,30,QB,QB
26624,26624-2,26624-2-31,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,31,QB,QB
26624,26624-2,26624-2-32,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,32,QB,QB
26624,26624-2,26624-2-33,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,33,QB,QB
26624,26624-2,26624-2-34,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,34,QB,QB
26624,26624-2,26624-2-35,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,35,QB,QB
26624,26624-2,26624-2-36,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,36,QB,QB
26624,26624-2,26624-2-37,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,37,QB,QB
26624,26624-2,26624-2-38,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,38,QB,QB
26624,26624-2,26624-2-39,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,39,QB,QB
26624,26624-2,26624-2-40,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,40,QB,QB
26624,26624-2,26624-2-41,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,41,QB,QB
26624,26624-2,26624-2-42,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,42,QB,QB
26624,26624-2,26624-2-43,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,43,QB,QB
26624,26624-2,26624-2-44,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,44,QB,QB
26624,26624-2,26624-2-45,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,45,QB,QB
26624,26624-2,26624-2-46,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,46,QB,QB
26624,26624-2,26624-2-47,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,47,QB,QB
26624,26624-2,26624-2-48,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,48,QB,QB
26624,26624-2,26624-2-49,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,49,QB,QB
26624,26624-2,26624-2-50,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,50,QB,QB
26624,26624-2,26624-2-51,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,51,QB,QB
26624,26624-2,26624-2-52,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,52,QB,QB
26624,26624-2,26624-2-53,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,53,QB,QB
26624,26624-2,26624-2-54,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,54,QB,QB
26624,26624-2,26624-2-55,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,55,QB,QB
26624,26624-2,26624-2-56,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,56,QB,QB
26624,26624-2,26624-2-57,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,57,QB,QB
26624,26624-2,26624-2-58,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,58,QB,QB
26624,26624-2,26624-2-59,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,59,QB,QB
26624,26624-2,26624-2-60,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,60,QB,QB
26624,26624-2,26624-2-61,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,61,QB,QB
26624,26624-2,26624-2-62,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,62,QB,QB
26624,26624-2,26624-2-63,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,63,QB,QB
26624,26624-2,26624-2-64,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,64,QB,QB
26624,26624-2,26624-2-65,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,0,65,QB,QB
26624,26624-2,26624-2-66,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,66,QB,QB
26624,26624-2,26624-2-67,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,67,QB,QB
26624,26624-2,26624-2-68,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,68,QB,QB
26624,26624-2,26624-2-69,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,69,QB,QB
26624,26624-2,26624-2-70,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,70,QB,QB
26624,26624-2,26624-2-71,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,71,QB,QB
26624,26624-2,26624-2-72,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Pass,72,QB,QB
26624,26624-2,26624-2-73,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,73,QB,QB
26624,26624-2,26624-2-74,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,74,QB,QB
26624,26624-2,26624-2-75,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,75,QB,QB
26624,26624-2,26624-2-76,Quarterback,11,2,Indoors,Synthetic,85,Mostly Cloudy,Rush,76,QB,QB
26624,26624-3,26624-3-1,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,1,QB,QB
26624,26624-3,26624-3-2,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,2,QB,QB
26624,26624-3,26624-3-3,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,3,QB,QB
26624,26624-3,26624-3-4,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,4,QB,QB
26624,26624-3,26624-3-5,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,5,QB,QB
26624,26624-3,26624-3-6,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,6,QB,QB
26624,26624-3,26624-3-7,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,7,Missing Data,Missing Data
26624,26624-3,26624-3-8,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,8,QB,QB
26624,26624-3,26624-3-9,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,9,QB,QB
26624,26624-3,26624-3-10,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,10,QB,QB
26624,26624-3,26624-3-11,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,11,Missing Data,Missing Data
26624,26624-3,26624-3-12,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,12,QB,QB
26624,26624-3,26624-3-13,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,13,QB,QB
26624,26624-3,26624-3-14,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,14,QB,QB
26624,26624-3,26624-3-15,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,15,QB,QB
26624,26624-3,26624-3-16,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,16,QB,QB
26624,26624-3,26624-3-17,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,17,QB,QB
26624,26624-3,26624-3-18,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,18,QB,QB
26624,26624-3,26624-3-19,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,19,QB,QB
26624,26624-3,26624-3-20,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,20,Missing Data,Missing Data
26624,26624-3,26624-3-21,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,21,QB,QB
26624,26624-3,26624-3-22,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,22,QB,QB
26624,26624-3,26624-3-23,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,23,QB,QB
26624,26624-3,26624-3-24,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,24,Missing Data,Missing Data
26624,26624-3,26624-3-25,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,25,QB,QB
26624,26624-3,26624-3-26,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,26,QB,QB
26624,26624-3,26624-3-27,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,27,QB,QB
26624,26624-3,26624-3-28,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,28,QB,QB
26624,26624-3,26624-3-29,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,29,QB,QB
26624,26624-3,26624-3-30,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,30,Missing Data,Missing Data
26624,26624-3,26624-3-31,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,31,QB,QB
26624,26624-3,26624-3-32,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,32,Missing Data,Missing Data
26624,26624-3,26624-3-33,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,33,Missing Data,Missing Data
26624,26624-3,26624-3-34,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,34,QB,QB
26624,26624-3,26624-3-35,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,35,QB,QB
26624,26624-3,26624-3-36,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,36,QB,QB
26624,26624-3,26624-3-37,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,37,Missing Data,Missing Data
26624,26624-3,26624-3-38,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,38,QB,QB
26624,26624-3,26624-3-39,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,39,QB,QB
26624,26624-3,26624-3-40,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,40,QB,QB
26624,26624-3,26624-3-41,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,41,QB,QB
26624,26624-3,26624-3-42,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,42,QB,QB
26624,26624-3,26624-3-43,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,43,QB,QB
26624,26624-3,26624-3-44,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,44,QB,QB
26624,26624-3,26624-3-45,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,45,QB,QB
26624,26624-3,26624-3-46,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,46,QB,QB
26624,26624-3,26624-3-47,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,47,QB,QB
26624,26624-3,26624-3-48,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,48,Missing Data,Missing Data
26624,26624-3,26624-3-49,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,49,QB,QB
26624,26624-3,26624-3-50,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,50,QB,QB
26624,26624-3,26624-3-51,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Rush,51,QB,QB
26624,26624-3,26624-3-52,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,52,QB,QB
26624,26624-3,26624-3-53,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,53,Missing Data,Missing Data
26624,26624-3,26624-3-54,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,54,Missing Data,Missing Data
26624,26624-3,26624-3-55,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,55,Missing Data,Missing Data
26624,26624-3,26624-3-56,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,56,QB,QB
26624,26624-3,26624-3-57,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,57,QB,QB
26624,26624-3,26624-3-58,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,58,QB,QB
26624,26624-3,26624-3-59,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,59,Missing Data,Missing Data
26624,26624-3,26624-3-60,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,60,Missing Data,Missing Data
26624,26624-3,26624-3-61,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,61,QB,QB
26624,26624-3,26624-3-62,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,62,Missing Data,Missing Data
26624,26624-3,26624-3-63,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,63,Missing Data,Missing Data
26624,26624-3,26624-3-64,Quarterback,18,3,Outdoor,Synthetic,84,Sunny,Pass,64,QB,QB
26624,26624-4,26624-4-1,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,1,QB,QB
26624,26624-4,26624-4-2,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,2,QB,QB
26624,26624-4,26624-4-3,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,3,QB,QB
26624,26624-4,26624-4-4,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,4,QB,QB
26624,26624-4,26624-4-5,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,5,QB,QB
26624,26624-4,26624-4-6,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,6,QB,QB
26624,26624-4,26624-4-7,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,7,QB,QB
26624,26624-4,26624-4-8,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Rush,8,QB,QB
26624,26624-4,26624-4-9,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,9,QB,QB
26624,26624-4,26624-4-10,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,10,QB,QB
26624,26624-4,26624-4-11,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,11,QB,QB
26624,26624-4,26624-4-12,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,12,QB,QB
26624,26624-4,26624-4-13,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Pass,13,QB,QB
26624,26624-4,26624-4-14,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Rush,14,QB,QB
26624,26624-4,26624-4-15,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Rush,15,QB,QB
26624,26624-4,26624-4-16,Quarterback,25,4,Outdoor,Synthetic,61,Sunny,Rush,16,QB,QB
